model,category,pair_slug,concat_variant,reference_variant,mean_cos,std_across_layers,n_layers,n_rows_total,pair_overall_mean
Llama-3.2-3B-Instruct,ideology,ideology__social_safety_net__minimal_welfare,posneg,positive,0.6876766837981733,0.16855706843344684,28,2800,0.7016430635556152
Llama-3.2-3B-Instruct,ideology,ideology__social_stability__disruptive_change,negpos,negative,0.7127484056108593,0.15529626335245617,28,2800,0.696909614482674
Llama-3.2-3B-Instruct,ideology,ideology__social_stability__disruptive_change,negpos,positive,0.6873353746612053,0.16947502670017622,28,2800,0.696909614482674
Llama-3.2-3B-Instruct,ideology,ideology__social_stability__disruptive_change,posneg,negative,0.6943743071032975,0.16742974424630191,28,2800,0.696909614482674
Llama-3.2-3B-Instruct,ideology,ideology__social_stability__disruptive_change,posneg,positive,0.6931803705553338,0.16180257064589257,28,2800,0.696909614482674
Llama-3.2-3B-Instruct,ideology,ideology__strict_regulation__flexible_regulation,negpos,negative,0.7398082275981263,0.1402018028830333,28,2800,0.7371893779329874
Llama-3.2-3B-Instruct,ideology,ideology__strict_regulation__flexible_regulation,negpos,positive,0.7317156714025517,0.1420629011100008,28,2800,0.7371893779329874
Llama-3.2-3B-Instruct,ideology,ideology__strict_regulation__flexible_regulation,posneg,negative,0.7279910620226574,0.14881702307247968,28,2800,0.7371893779329874
Llama-3.2-3B-Instruct,ideology,ideology__strict_regulation__flexible_regulation,posneg,positive,0.7492425507086142,0.12930644753320478,28,2800,0.7371893779329874
Llama-3.2-3B-Instruct,ideology,ideology__tradition_priority__progress_priority,negpos,negative,0.7104622142870174,0.15619623852964898,28,2800,0.7152718333654751
Llama-3.2-3B-Instruct,ideology,ideology__tradition_priority__progress_priority,negpos,positive,0.7130345001186802,0.1483786197806108,28,2800,0.7152718333654751
Llama-3.2-3B-Instruct,ideology,ideology__tradition_priority__progress_priority,posneg,negative,0.7005718528618415,0.16475651272462322,28,2800,0.7152718333654751
Llama-3.2-3B-Instruct,ideology,ideology__tradition_priority__progress_priority,posneg,positive,0.7370187661943614,0.13492967851181883,28,2800,0.7152718333654751
Llama-3.2-3B-Instruct,ideology,ideology__universal_policy__targeted_policy,negpos,negative,0.7320339723159127,0.14364958011481263,28,2800,0.7219064977700517
Llama-3.2-3B-Instruct,ideology,ideology__universal_policy__targeted_policy,negpos,positive,0.7140051029884905,0.15371321698629684,28,2800,0.7219064977700517
Llama-3.2-3B-Instruct,ideology,ideology__universal_policy__targeted_policy,posneg,negative,0.7187440562765762,0.15190712092485953,28,2800,0.7219064977700517
Llama-3.2-3B-Instruct,ideology,ideology__universal_policy__targeted_policy,posneg,positive,0.7228428594992272,0.14594996916699046,28,2800,0.7219064977700517
Llama-3.2-3B-Instruct,ideology,ideology__urban_development__environmental_preservation,negpos,negative,0.7176124240928671,0.15110076168686937,28,2800,0.698843229564372
Llama-3.2-3B-Instruct,ideology,ideology__urban_development__environmental_preservation,negpos,positive,0.6831555306018123,0.16962494476700962,28,2800,0.698843229564372
Llama-3.2-3B-Instruct,ideology,ideology__urban_development__environmental_preservation,posneg,negative,0.690257072386062,0.1682106781260243,28,2800,0.698843229564372
Llama-3.2-3B-Instruct,ideology,ideology__urban_development__environmental_preservation,posneg,positive,0.7043478911767463,0.15200371903931595,28,2800,0.698843229564372
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,0.709158161296288,0.15696785616968303,28,2800,0.6962351652455395
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,0.6880292746926083,0.1659642734292024,28,2800,0.6962351652455395
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,0.690357986177767,0.17052259143981796,28,2800,0.6962351652455395
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,0.6973952388154948,0.15842030056164688,28,2800,0.6962351652455395
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,0.7210630856773356,0.16285242396409108,28,2800,0.7313774083662914
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,0.7360518592167952,0.15321895492713491,28,2800,0.7313774083662914
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,negative,0.7076812665293266,0.1712256518570552,28,2800,0.7313774083662914
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,0.7607134220417081,0.12866661038253763,28,2800,0.7313774083662914
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__academic_style__everyday_style,negpos,negative,0.6526583607834303,0.20819445578651194,28,2800,0.6668497124435624
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__academic_style__everyday_style,negpos,positive,0.6821421209838796,0.17967877892199996,28,2800,0.6668497124435624
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__academic_style__everyday_style,posneg,negative,0.6510327277224388,0.21089347571341693,28,2800,0.6668497124435624
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__academic_style__everyday_style,posneg,positive,0.681565640284501,0.17811229592977568,28,2800,0.6668497124435624
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__analytic_presentation__descriptive_presentation,negpos,negative,0.6858946905905031,0.18085780445812252,28,2800,0.6944740769709048
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__analytic_presentation__descriptive_presentation,negpos,positive,0.6916498188925349,0.17321961113525483,28,2800,0.6944740769709048
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__analytic_presentation__descriptive_presentation,posneg,negative,0.6845515016981599,0.1834945045052824,28,2800,0.6944740769709048
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__analytic_presentation__descriptive_presentation,posneg,positive,0.7158002967024215,0.15411631149872146,28,2800,0.6944740769709048
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__basic_vocabulary__advanced_vocabulary,negpos,negative,0.7931888868464797,0.10567054425987903,28,2800,0.7258954319486017
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__basic_vocabulary__advanced_vocabulary,negpos,positive,0.6574575243934572,0.23243865866662636,28,2800,0.7258954319486017
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__basic_vocabulary__advanced_vocabulary,posneg,negative,0.7514732259334347,0.13936728737833753,28,2800,0.7258954319486017
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__basic_vocabulary__advanced_vocabulary,posneg,positive,0.7014620906210355,0.188887894362486,28,2800,0.7258954319486017
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__brief__elaborate,negpos,negative,0.7231720402964864,0.15029100509664786,28,2800,0.6887698277494005
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__brief__elaborate,negpos,positive,0.663240962015564,0.1987202026321282,28,2800,0.6887698277494005
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__brief__elaborate,posneg,negative,0.7033822336296597,0.16622397054205612,28,2800,0.6887698277494005
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__brief__elaborate,posneg,positive,0.6652840750558923,0.19505273002595186,28,2800,0.6887698277494005
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__bullet_point_style__paragraph_style,negpos,negative,0.7339131778179463,0.1490877241547642,28,2800,0.7111692634581457
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__bullet_point_style__paragraph_style,negpos,positive,0.6993711407927876,0.17615345387682016,28,2800,0.7111692634581457
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__bullet_point_style__paragraph_style,posneg,negative,0.7175303753478831,0.16080040601570258,28,2800,0.7111692634581457
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__bullet_point_style__paragraph_style,posneg,positive,0.6938623598739655,0.17872374402855595,28,2800,0.7111692634581457
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compact__expansive,negpos,negative,0.7308894649394748,0.14797007572463108,28,2800,0.7081147530824166
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compact__expansive,negpos,positive,0.6849547334584696,0.1863239953542776,28,2800,0.7081147530824166
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compact__expansive,posneg,negative,0.7154885024551187,0.16197142104626464,28,2800,0.7081147530824166
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compact__expansive,posneg,positive,0.7011263114766029,0.17515247572237272,28,2800,0.7081147530824166
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_explanation__expanded_explanation,negpos,negative,0.7063217990786363,0.16479382617062302,28,2800,0.6777636164151984
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_explanation__expanded_explanation,negpos,positive,0.6560775117042414,0.20601585795505728,28,2800,0.6777636164151984
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_explanation__expanded_explanation,posneg,negative,0.6849654140855689,0.18219218250390232,28,2800,0.6777636164151984
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_explanation__expanded_explanation,posneg,positive,0.6636897407923471,0.1989261714426124,28,2800,0.6777636164151984
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,negative,0.8074905713197628,0.09609537637749405,28,2800,0.77479931932692
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,negpos,positive,0.7605107867167753,0.13946446675720248,28,2800,0.77479931932692
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,negative,0.7741628457186366,0.12081989534888593,28,2800,0.77479931932692
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__compressed_syntax__expanded_syntax,posneg,positive,0.7570330735525055,0.13809948742231926,28,2800,0.77479931932692
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,negative,0.6911125285679213,0.1787033963383683,28,2800,0.6930001826786705
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,negpos,positive,0.6846837354810164,0.18321843479247135,28,2800,0.6930001826786705
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,negative,0.6923181748816365,0.1790138707923904,28,2800,0.6930001826786705
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__conceptual_explanation__illustrative_explanation,posneg,positive,0.7038862917841076,0.16867981693283532,28,2800,0.6930001826786705
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,negative,0.7593040590688365,0.12755054132759017,28,2800,0.7370667314857133
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__concise__verbose,negpos,positive,0.710340888001903,0.17244738683114497,28,2800,0.7370667314857133
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,negative,0.7692135020521619,0.12038828788130854,28,2800,0.7370667314857133
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__concise__verbose,posneg,positive,0.7094084768199522,0.17387176079322123,28,2800,0.7370667314857133
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,negative,0.7558470637041845,0.13263455844420008,28,2800,0.7357188314627264
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,negpos,positive,0.7204048975204713,0.17546580483752,28,2800,0.7357188314627264
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,posneg,negative,0.7268590094748907,0.1587839577246739,28,2800,0.7357188314627264
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__condensed_expression__extended_expression,posneg,positive,0.7397643551513593,0.15557132418957917,28,2800,0.7357188314627264
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__definition_first__example_first,negpos,negative,0.7265964530837118,0.15508084717779447,28,2800,0.7160216692403167
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__definition_first__example_first,negpos,positive,0.7295714690928816,0.15675677324242251,28,2800,0.7160216692403167
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__definition_first__example_first,posneg,negative,0.6814662229666218,0.1891119528746041,28,2800,0.7160216692403167
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__definition_first__example_first,posneg,positive,0.7264525318180516,0.15805850610448405,28,2800,0.7160216692403167
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__dense_information__sparse_information,negpos,negative,0.7194040670981992,0.1625629265927597,28,2800,0.7058653701007559
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__dense_information__sparse_information,negpos,positive,0.6919072378848231,0.17874044543717058,28,2800,0.7058653701007559
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__dense_information__sparse_information,posneg,negative,0.6836990131237893,0.19111157252966837,28,2800,0.7058653701007559
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__dense_information__sparse_information,posneg,positive,0.728451162296212,0.1470458688691774,28,2800,0.7058653701007559
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__diagrammatic_description__narrative_description,negpos,negative,0.6746099186263199,0.18319157976537703,28,2800,0.6821856421353333
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__diagrammatic_description__narrative_description,negpos,positive,0.6856663420481363,0.1714822057011278,28,2800,0.6821856421353333
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__diagrammatic_description__narrative_description,posneg,negative,0.6605383479840432,0.19670447282551715,28,2800,0.6821856421353333
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__diagrammatic_description__narrative_description,posneg,positive,0.7079279598828336,0.1510671892164097,28,2800,0.6821856421353333
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__direct_phrasing__circumlocutory_phrasing,negpos,negative,0.8307971652000786,0.08286110386285722,28,2800,0.7849557834520028
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__direct_phrasing__circumlocutory_phrasing,negpos,positive,0.7477210171216374,0.14758260494327524,28,2800,0.7849557834520028
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__direct_phrasing__circumlocutory_phrasing,posneg,negative,0.8094002933605239,0.09815259956985968,28,2800,0.7849557834520028
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__direct_phrasing__circumlocutory_phrasing,posneg,positive,0.7519046581257711,0.14182252519718216,28,2800,0.7849557834520028
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__economical_wording__descriptive_wording,negpos,negative,0.7323634421105067,0.14921979225065563,28,2800,0.7121197872947455
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__economical_wording__descriptive_wording,negpos,positive,0.692808785954554,0.18819010639581463,28,2800,0.7121197872947455
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__economical_wording__descriptive_wording,posneg,negative,0.709867878392107,0.16924201810526704,28,2800,0.7121197872947455
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__economical_wording__descriptive_wording,posneg,positive,0.7134390427218141,0.1728434855843155,28,2800,0.7121197872947455
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__efficient_wording__redundant_wording,negpos,negative,0.8004867957713243,0.1048961263155106,28,2800,0.7650166115068016
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__efficient_wording__redundant_wording,negpos,positive,0.7303890573159464,0.15750421072651744,28,2800,0.7650166115068016
