model,concat_variant,reference_variant,layer,mean_cos,std_across_pairs,n_pairs,n_rows_total,sem_across_pairs
Qwen2.5-3B-Instruct,negpos,negative,9,0.33581101729463436,0.07273716375309527,150,15000,0.005938964551078242
Qwen2.5-3B-Instruct,negpos,negative,10,0.345437884440941,0.0744878548538471,150,15000,0.006081907880880688
Qwen2.5-3B-Instruct,negpos,negative,11,0.3456309064646471,0.06621738561013649,150,15000,0.005406626894864925
Qwen2.5-3B-Instruct,negpos,negative,12,0.44979103890416555,0.11040223289241574,150,15000,0.009014304568344398
Qwen2.5-3B-Instruct,negpos,negative,13,0.45762693157460194,0.10802965616622445,150,15000,0.00882058448985201
Qwen2.5-3B-Instruct,negpos,negative,14,0.4751378064854502,0.10809216607031069,150,15000,0.008825688402148063
Qwen2.5-3B-Instruct,negpos,negative,15,0.5165468905821979,0.0921802402521646,150,15000,0.007526485099498875
Qwen2.5-3B-Instruct,negpos,negative,16,0.5525281351692666,0.09020654649619392,150,15000,0.007365333679144028
Qwen2.5-3B-Instruct,negpos,negative,17,0.6106309925222174,0.10719575275239476,150,15000,0.00875249656123042
Qwen2.5-3B-Instruct,negpos,negative,18,0.6566219581250857,0.09710537710104791,150,15000,0.007928620839270312
Qwen2.5-3B-Instruct,negpos,negative,19,0.6736826355309198,0.0846555333858096,150,15000,0.00691209535661265
Qwen2.5-3B-Instruct,negpos,negative,20,0.6826424194095236,0.07647979323605633,150,15000,0.0062445489687299426
Qwen2.5-3B-Instruct,negpos,negative,21,0.6712845363686072,0.07278371087177953,150,15000,0.0059427651074040145
Qwen2.5-3B-Instruct,negpos,negative,22,0.6635628260840943,0.0788241624908679,150,15000,0.006435965916828515
Qwen2.5-3B-Instruct,negpos,negative,23,0.6413814502284204,0.06246257020858299,150,15000,0.005100047501126605
Qwen2.5-3B-Instruct,negpos,negative,24,0.6324649019805532,0.06976024731448956,150,15000,0.00569590034169533
Qwen2.5-3B-Instruct,negpos,negative,25,0.6386690831649182,0.07198354542022216,150,15000,0.005877431871866706
Qwen2.5-3B-Instruct,negpos,negative,26,0.6328573892186706,0.07118162514586376,150,15000,0.005811955355647681
Qwen2.5-3B-Instruct,negpos,negative,27,0.6143276844417023,0.07828889805044713,150,15000,0.006392261758278939
Qwen2.5-3B-Instruct,negpos,negative,28,0.6125071339479153,0.08065728861859674,150,15000,0.0065856400383985025
Qwen2.5-3B-Instruct,negpos,negative,29,0.6013660282668267,0.0920588758169598,150,15000,0.00751657573485978
Qwen2.5-3B-Instruct,negpos,negative,30,0.5741990792210843,0.09022371684982261,150,15000,0.007366735632647143
Qwen2.5-3B-Instruct,negpos,negative,31,0.5039525851724869,0.09554144434842186,150,15000,0.0078009262647383065
Qwen2.5-3B-Instruct,negpos,negative,32,0.3392910144445229,0.0865737068670357,150,15000,0.007068713565517384
Qwen2.5-3B-Instruct,negpos,negative,33,0.24797755826509207,0.08419015530078083,150,15000,0.0068740973950861825
Qwen2.5-3B-Instruct,negpos,negative,34,0.24297789839253758,0.0772397948203426,150,15000,0.0063066028382368815
Qwen2.5-3B-Instruct,negpos,negative,35,0.29121752491407626,0.0685069394451366,150,15000,0.00559356818267768
Qwen2.5-3B-Instruct,negpos,positive,0,0.03758321492091352,0.034819826153568476,150,15000,0.0028430269002886477
Qwen2.5-3B-Instruct,negpos,positive,1,0.005486287322609521,0.04956026893486814,150,15000,0.004046579013517843
Qwen2.5-3B-Instruct,negpos,positive,2,0.026304369558174834,0.041260466309669265,150,15000,0.0033689029669328584
Qwen2.5-3B-Instruct,negpos,positive,3,0.07273475906179507,0.06766534152451575,150,15000,0.0055248520002074
Qwen2.5-3B-Instruct,negpos,positive,4,0.11914898794179322,0.06340040832686514,150,15000,0.0051766216628307115
Qwen2.5-3B-Instruct,negpos,positive,5,0.13559277260708386,0.05727951462744944,150,15000,0.004676852785051215
Qwen2.5-3B-Instruct,negpos,positive,6,0.19025196130814553,0.05669603458499864,150,15000,0.0046292118390811494
Qwen2.5-3B-Instruct,negpos,positive,7,0.2104894756577243,0.05954217892750279,150,15000,0.004861598551529293
Qwen2.5-3B-Instruct,negpos,positive,8,0.24422646458906394,0.0637291567736934,150,15000,0.005203463861112769
Qwen2.5-3B-Instruct,negpos,positive,9,0.2611776406997244,0.06950303468931433,150,15000,0.0056748990187926295
Qwen2.5-3B-Instruct,negpos,positive,10,0.2621360391228929,0.07182770116371462,150,15000,0.005864707241607143
Qwen2.5-3B-Instruct,negpos,positive,11,0.27131875201588934,0.06965866424863529,150,15000,0.005687606119100314
Qwen2.5-3B-Instruct,negpos,positive,12,0.3887757757057598,0.11648664749283466,150,15000,0.009511094940163277
Qwen2.5-3B-Instruct,negpos,positive,13,0.3943979093669404,0.11017213134160148,150,15000,0.008995516855393798
Qwen2.5-3B-Instruct,negpos,positive,14,0.4192042471074158,0.11394212082550301,150,15000,0.009303335207767705
Qwen2.5-3B-Instruct,negpos,positive,15,0.4694162979438577,0.09565663789652606,150,15000,0.007810331778555508
Qwen2.5-3B-Instruct,negpos,positive,16,0.5130960919968033,0.08809936012185163,150,15000,0.0071932826321412305
Qwen2.5-3B-Instruct,negpos,positive,17,0.5815174093800192,0.10527265303726457,150,15000,0.008595476127011732
Qwen2.5-3B-Instruct,negpos,positive,18,0.6321559681306502,0.0941317907358201,150,15000,0.007685828529240131
Qwen2.5-3B-Instruct,negpos,positive,19,0.6449973868345913,0.08804241668614668,150,15000,0.0071886332200852944
Qwen2.5-3B-Instruct,negpos,positive,20,0.6556009386450683,0.0751865212957082,150,15000,0.006138953756979541
Qwen2.5-3B-Instruct,negpos,positive,21,0.647941312989548,0.06886912998337946,150,15000,0.005623140916289647
Qwen2.5-3B-Instruct,negpos,positive,22,0.6385132222693195,0.07292397393308506,150,15000,0.005954217538402657
Qwen2.5-3B-Instruct,negpos,positive,23,0.6224127390014472,0.05970596095418219,150,15000,0.004874971298009407
Qwen2.5-3B-Instruct,negpos,positive,24,0.6155131093276169,0.0704420001261324,150,15000,0.005751565225669756
Qwen2.5-3B-Instruct,negpos,positive,25,0.6228201868060436,0.06769873690297933,150,15000,0.005527578721440829
Qwen2.5-3B-Instruct,negpos,positive,26,0.6182679032318489,0.06907739575987422,150,15000,0.00564014574573287
Qwen2.5-3B-Instruct,negpos,positive,27,0.6010086529038481,0.07523768593683869,150,15000,0.0061431313324342846
Qwen2.5-3B-Instruct,negpos,positive,28,0.5908411234908831,0.07847450737147232,150,15000,0.006407416695879479
Qwen2.5-3B-Instruct,negpos,positive,29,0.5799696684209268,0.08846099252567448,150,15000,0.007222809794268634
Qwen2.5-3B-Instruct,negpos,positive,30,0.5506236856136957,0.08727677165493254,150,15000,0.00712611856506623
Qwen2.5-3B-Instruct,negpos,positive,31,0.4744816170011795,0.09770772699805794,150,15000,0.007977802502413398
Qwen2.5-3B-Instruct,negpos,positive,32,0.3182605610829889,0.08465393475097842,150,15000,0.006911964828625269
Qwen2.5-3B-Instruct,negpos,positive,33,0.2443922197916899,0.07718121922317792,150,15000,0.006301820160755805
Qwen2.5-3B-Instruct,negpos,positive,34,0.23718263343739074,0.07102426674594682,150,15000,0.005799107096096437
Qwen2.5-3B-Instruct,negpos,positive,35,0.2908080745231866,0.06555839758368878,150,15000,0.005352820747818239
Qwen2.5-3B-Instruct,posneg,negative,0,0.07778539062256142,0.03155580977774843,150,15000,0.00257652107919373
Qwen2.5-3B-Instruct,posneg,negative,1,0.05040305239917189,0.03383274512620817,150,15000,0.002762432071894816
Qwen2.5-3B-Instruct,posneg,negative,2,0.07629283558390941,0.02832652954297802,150,15000,0.0023128514521389776
Qwen2.5-3B-Instruct,posneg,negative,3,0.1254119389856651,0.06444579508657082,150,15000,0.005261977134335392
Qwen2.5-3B-Instruct,posneg,negative,4,0.18771625201432407,0.05197038522173793,150,15000,0.004243364184304584
Qwen2.5-3B-Instruct,posneg,negative,5,0.2107992767907734,0.04595845227569645,150,15000,0.0037524919147836223
Qwen2.5-3B-Instruct,posneg,negative,6,0.2714533891640195,0.054852921767916056,150,15000,0.00447872230773995
Qwen2.5-3B-Instruct,posneg,negative,7,0.28462134611966955,0.054929768451135556,150,15000,0.004484996813150385
Qwen2.5-3B-Instruct,posneg,negative,8,0.31206484140325674,0.06382151981310956,150,15000,0.005211005271701508
Qwen2.5-3B-Instruct,posneg,negative,9,0.32522088051845116,0.07003963739087281,150,15000,0.0057187124459065364
Qwen2.5-3B-Instruct,posneg,negative,10,0.3350432066693008,0.07209330397317486,150,15000,0.005886393620188052
Qwen2.5-3B-Instruct,posneg,negative,11,0.335266183041755,0.06384713299892746,150,15000,0.005213096579566206
Qwen2.5-3B-Instruct,posneg,negative,12,0.44096292368613066,0.10936823672437723,150,15000,0.008929879134754817
Qwen2.5-3B-Instruct,posneg,negative,13,0.4481525570231555,0.10761099847916124,150,15000,0.008786401232845388
Qwen2.5-3B-Instruct,posneg,negative,14,0.4669074797038469,0.1077143427929,150,15000,0.00879483926072799
Qwen2.5-3B-Instruct,posneg,negative,15,0.5094693618379713,0.09155423093903253,150,15000,0.00747537165311875
Qwen2.5-3B-Instruct,posneg,negative,16,0.54564311351261,0.08929517421983642,150,15000,0.007290920444384206
Qwen2.5-3B-Instruct,posneg,negative,17,0.6040547742949478,0.10693424332559702,150,15000,0.008731144405944347
Qwen2.5-3B-Instruct,posneg,negative,18,0.649873636245319,0.09672518957841242,150,15000,0.007897578658035986
Qwen2.5-3B-Instruct,posneg,negative,19,0.6681490681695323,0.08510935555168384,150,15000,0.006949149781291203
Qwen2.5-3B-Instruct,posneg,negative,20,0.6769256806629407,0.07635149548340533,150,15000,0.006234073501091918
Qwen2.5-3B-Instruct,posneg,negative,21,0.6656160597426326,0.0734159723908159,150,15000,0.005994389044258552
Qwen2.5-3B-Instruct,posneg,negative,22,0.6567585987072763,0.07885065296564671,150,15000,0.00643812885503692
Qwen2.5-3B-Instruct,posneg,negative,23,0.626952442980437,0.06367513925983691,150,15000,0.0051990533495753655
Qwen2.5-3B-Instruct,posneg,negative,24,0.6120968811326364,0.07750389603428189,150,15000,0.006328166612056911
Qwen2.5-3B-Instruct,posneg,negative,25,0.6205122435512352,0.07623464169790756,150,15000,0.006224532429459178
Qwen2.5-3B-Instruct,posneg,negative,26,0.6166738704764824,0.07681759470206502,150,15000,0.006272130342932789
Qwen2.5-3B-Instruct,posneg,negative,27,0.598127351466138,0.08080431693712167,150,15000,0.006597644850336019
Qwen2.5-3B-Instruct,posneg,negative,28,0.5965076443865331,0.08341919863098649,150,15000,0.006811149046593131
Qwen2.5-3B-Instruct,posneg,negative,29,0.5856770773361322,0.09337021627078908,150,15000,0.0076236462345581615
Qwen2.5-3B-Instruct,posneg,negative,30,0.5584257957305275,0.08963929113324993,150,15000,0.00731901747270836
Qwen2.5-3B-Instruct,posneg,negative,31,0.48236756887848337,0.09850271193215666,150,15000,0.008042712750471463
Qwen2.5-3B-Instruct,posneg,negative,32,0.32295526522324713,0.08419980034631089,150,15000,0.006874884909756
Qwen2.5-3B-Instruct,posneg,negative,33,0.23710933551743513,0.08085717052934359,150,15000,0.006601960328069914
Qwen2.5-3B-Instruct,posneg,negative,34,0.23253049949129714,0.07361070876477703,150,15000,0.0060102892026107045
Qwen2.5-3B-Instruct,posneg,negative,35,0.28014750870567773,0.06558809763226284,150,15000,0.005355245746629649
Qwen2.5-3B-Instruct,posneg,positive,0,0.03472374058002164,0.03294301166204288,150,15000,0.002689785638752022
Qwen2.5-3B-Instruct,posneg,positive,1,0.003939639549355273,0.04914743416224932,150,15000,0.0040128711954847095
Qwen2.5-3B-Instruct,posneg,positive,2,0.02540276995100434,0.040633492361525136,150,15000,0.0033177107584338146
Qwen2.5-3B-Instruct,posneg,positive,3,0.07372897445204327,0.06749316215069187,150,15000,0.005510793613204053
Qwen2.5-3B-Instruct,posneg,positive,4,0.12344922906758765,0.0636317572025046,150,15000,0.00519551121942682
Qwen2.5-3B-Instruct,posneg,positive,5,0.14259019925230335,0.05752821754382776,150,15000,0.004697159293140179
Qwen2.5-3B-Instruct,posneg,positive,6,0.1971522327487094,0.057271413905612266,150,15000,0.004676191363882904
Qwen2.5-3B-Instruct,posneg,positive,7,0.21760003676751732,0.06000457283429429,150,15000,0.004899352855923
Qwen2.5-3B-Instruct,posneg,positive,8,0.2527935758997337,0.06500371131017173,150,15000,0.005307530803236817
Qwen2.5-3B-Instruct,posneg,positive,9,0.2703138406963587,0.07063649866287353,150,15000,0.005767445964694213
Qwen2.5-3B-Instruct,posneg,positive,10,0.271111241506902,0.0729048469196392,150,15000,0.005952655824294466
Qwen2.5-3B-Instruct,posneg,positive,11,0.2802928369122544,0.07051372778087951,150,15000,0.005757421764155653
Qwen2.5-3B-Instruct,posneg,positive,12,0.39616831065036906,0.11714860579997041,150,15000,0.009565143609612583
Qwen2.5-3B-Instruct,posneg,positive,13,0.4029690779996079,0.11175111087571069,150,15000,0.0091244399944893
Qwen2.5-3B-Instruct,posneg,positive,14,0.42738442238560037,0.11483702289669755,150,15000,0.009376403655907254
Qwen2.5-3B-Instruct,posneg,positive,15,0.4762975518827954,0.0966782177239971,150,15000,0.007893743422182992
Qwen2.5-3B-Instruct,posneg,positive,16,0.5196167976746234,0.08871252594571151,150,15000,0.007243347412013564
Qwen2.5-3B-Instruct,posneg,positive,17,0.5864756697172,0.10538491301410897,150,15000,0.00860464211573858
Qwen2.5-3B-Instruct,posneg,positive,18,0.6360933527175365,0.09357316183389616,150,15000,0.0076402166703973
Qwen2.5-3B-Instruct,posneg,positive,19,0.6469100386424267,0.08582884288261347,150,15000,0.00700789567586369
Qwen2.5-3B-Instruct,posneg,positive,20,0.6569664733851777,0.07233604670251419,150,15000,0.005906213481043115
Qwen2.5-3B-Instruct,posneg,positive,21,0.6501076682713269,0.06573953441206555,150,15000,0.005367610507923211
Qwen2.5-3B-Instruct,posneg,positive,22,0.6408733003460629,0.07067453261610201,150,15000,0.005770551423971235
Qwen2.5-3B-Instruct,posneg,positive,23,0.6343502014568991,0.05672861408910971,150,15000,0.004631871944452651
Qwen2.5-3B-Instruct,posneg,positive,24,0.6304237092070927,0.06626070735471418,150,15000,0.005410164100497676
Qwen2.5-3B-Instruct,posneg,positive,25,0.6341156989814134,0.06734333490026966,150,15000,0.005498560269434098
Qwen2.5-3B-Instruct,posneg,positive,26,0.628280466490836,0.06870933069538357,150,15000,0.0056100933590613146
Qwen2.5-3B-Instruct,posneg,positive,27,0.611431764838666,0.07804332914960592,150,15000,0.006372211141487037
Qwen2.5-3B-Instruct,posneg,positive,28,0.6020125228014753,0.08072468458308449,150,15000,0.006591142895855761
Qwen2.5-3B-Instruct,posneg,positive,29,0.5901247531994135,0.09150931051787456,150,15000,0.007471703916089817
Qwen2.5-3B-Instruct,posneg,positive,30,0.5600890101265036,0.09112910415595307,150,15000,0.0074406601966342314
Qwen2.5-3B-Instruct,posneg,positive,31,0.4902188065879089,0.10145939936583313,150,15000,0.008284125268518345
Qwen2.5-3B-Instruct,posneg,positive,32,0.32995402409764935,0.0865263849624605,150,15000,0.0070648497481885205
Qwen2.5-3B-Instruct,posneg,positive,33,0.2503086363337783,0.07529334395377747,150,15000,0.006147675790487458
Qwen2.5-3B-Instruct,posneg,positive,34,0.24333328698924864,0.06746450330374505,150,15000,0.0055084536281495115
Qwen2.5-3B-Instruct,posneg,positive,35,0.29662002977587004,0.06291854395668316,150,15000,0.005137277601758264
